living_room,area,age,floor,price
1,125,32,2,26000
1,110,14,3,25000
1,80,30,3,13500
1,90,50,3,23000
1,105,45,5,15000
1,65,40,2,21000
1,125,35,1,30000
1,125,51,1,37000
1,85,35,1,18000
1,80,7,3,20000
1,85,30,3,22500
1,95,38,3,42000
1,135,25,3,20000
1,90,20,1,15000
1,75,40,3,16500
1,107,5,3,55000
1,85,30,4,18000
1,79,8,3,50000
1,90,25,2,18500
1,120,20,1,13000
1,128,7,5,44000
1,50,50,3,35000
1,110,15,1,32000
1,157,8,1,61000
1,90,40,2,40000
1,140,25,5,28000
1,80,7,1,30000
1,80,35,3,27000
1,125,20,1,20000
1,110,45,3,35000
1,100,25,5,18000
1,60,50,1,11000
1,97,5,6,25500
1,85,8,1,58000
1,110,10,1,80000
1,65,10,3,18000
1,90,40,5,40000
1,95,45,4,28000
1,110,6,1,11000
1,60,40,1,23000
1,100,40,2,50000
1,115,38,5,15000
1,60,22,1,9000
1,55,15,-1,17500
1,95,28,1,20000
1,115,22,5,25000
1,89,32,4,17000
1,55,10,-1,29000
1,90,35,3,17000
1,75,21,1,37500
1,120,10,1,50000
1,110,25,4,32000
1,95,0,7,25000
1,85,36,5,30000
1,70,31,1,35000
1,90,8,8,50000
1,100,25,3,65000
1,70,50,1,19000
1,90,25,2,20000
1,80,0,1,65000
1,65,8,-1,32500
1,80,0,3,38000
1,70,40,1,15000
1,230,10,0,45000
1,95,30,1,15500
1,110,18,3,22000
1,75,50,3,17000
1,95,30,1,15500
1,70,8,3,20500
1,125,20,4,10000
1,85,35,5,22000
1,90,19,3,22000
1,90,4,7,50000
1,60,0,1,25000
1,180,25,6,30500
1,135,45,6,42000
1,65,7,3,38000
1,110,28,3,49500
1,90,13,1,30000
1,88,25,4,15000
1,150,25,3,50000
1,65,25,5,28000
1,120,26,1,45000
1,180,15,1,35000
1,100,7,3,55000
1,90,30,1,15000
1,115,30,3,20000
1,70,25,1,15000
1,145,25,7,29000
1,134,3,0,30000
1,75,40,3,28000
1,100,25,1,20000
1,135,19,4,22000
1,75,10,-1,16000
1,107,8,4,40000
1,85,7,3,35000
1,105,25,1,46500
1,140,31,2,65000
1,100,7,3,15000
1,148,17,4,35000
1,110,20,1,47500
1,75,0,2,26000
1,70,0,5,30000
1,160,22,3,21000
1,75,6,5,57000
1,110,4,3,31000
1,95,1,5,51000
1,70,45,1,21000
1,90,12,4,32000
1,90,10,-2,16000
1,125,0,7,95000
1,110,40,1,50000
1,85,5,1,11000
1,70,5,1,23500
1,110,20,1,35000
1,100,6,3,65000
1,200,25,0,60000
1,80,12,1,18000
1,55,9,1,25000
1,80,45,1,35000
1,80,5,4,25000
1,135,27,7,47000
1,110,8,3,16000
1,135,7,2,27000
1,75,10,1,22500
1,170,35,3,65000
1,100,20,5,16500
1,100,40,3,36000
1,89,1,5,25500
1,110,30,3,25000
1,120,0,5,46000
1,125,13,3,39000
1,120,15,3,23500
1,72,10,7,25000
1,170,15,3,46750
1,145,5,1,92500
1,87,5,5,32000
1,60,10,5,26000
1,77,4,1,32500
1,95,8,4,14000
1,95,17,1,39000
1,200,25,0,35000
1,100,30,1,9000
1,118,45,1,20000
1,75,38,1,25000
1,120,35,2,19000
1,178,25,3,50000
1,110,11,4,26000
1,115,28,3,18500
1,74,15,4,25000
1,110,0,2,37000
1,120,3,2,28000
1,100,25,3,20000
1,123,50,0,30000
1,110,25,2,42000
1,105,40,3,55000
1,105,30,2,45000
1,75,5,4,35000
1,110,10,4,19000
1,88,1,1,62000
1,65,13,4,25000
1,145,35,4,40000
1,130,14,1,27500
1,32,1,3,16000
1,110,29,6,35000
1,82,5,3,38000
1,85,7,1,35000
1,135,3,1,45000
1,93,12,2,40000
1,90,9,3,15000
1,72,15,1,38000
1,130,31,3,70000
1,100,30,3,20500
1,130,32,4,23000
1,100,1,1,52000
1,100,14,3,28000
1,70,0,1,40000
1,95,35,2,15500
1,120,10,3,35000
1,80,15,1,13500
1,100,5,4,16000
1,80,10,3,28000
1,110,20,3,22500
1,90,12,3,59000
1,80,0,3,13500
1,225,30,6,90000
1,90,5,1,15000
1,170,12,7,29000
1,92,10,4,25000
1,65,0,5,25000
1,120,25,1,45000
1,100,23,3,29000
1,100,30,2,20000
1,130,35,1,55000
1,130,17,6,30000
1,147,11,2,67000
1,110,1,3,74000
1,170,53,3,60000
1,105,29,3,49000
1,170,30,0,32000
1,115,40,3,23000
1,80,34,2,23000
1,70,25,3,15000
1,55,1,1,35000
1,90,40,1,26000
1,125,30,3,50000
1,71,20,3,18000
1,110,16,3,35000
1,55,40,4,25000
1,95,25,1,20500
1,85,30,1,17000
1,85,28,3,18500
1,100,9,1,20000
1,95,40,3,30000
1,60,7,1,10000
1,95,8,3,16000
1,140,40,6,72500
1,100,4,1,23000
1,165,30,2,21500
1,120,20,4,25000
1,105,30,1,11000
1,90,10,1,13750
1,90,3,8,23500
1,65,0,1,32000
1,90,11,1,10000
1,90,29,3,25500
1,85,12,3,22500
1,135,40,5,38000
1,85,7,4,49999
1,130,35,3,30000
1,120,1,1,100000
1,65,13,1,25000
1,75,8,4,69000
1,130,20,5,22000
1,70,40,4,33000
1,65,8,4,20000
1,45,4,1,29000
1,55,8,1,16000
1,135,30,-2,35000
1,100,31,5,32000
1,145,4,3,30000
1,45,1,-1,18000
1,75,30,5,17000
1,120,30,1,16000
1,150,6,5,60000
1,115,18,1,43000
1,78,40,3,16000
1,59,7,1,22000
1,85,4,1,30000
1,60,25,2,49500
1,110,3,1,12000
1,80,5,2,26000
1,105,20,1,16000
1,100,30,1,24000
1,95,14,1,19000
1,140,7,3,45000
1,180,20,3,65000
1,80,2,3,13500
1,100,24,2,22000
1,87,6,3,20000
1,78,35,1,20000
1,55,45,-1,20000
1,80,30,1,18000
1,60,20,-1,19000
1,108,25,3,18000
1,80,0,2,22000
1,75,25,1,20000
1,90,4,7,48000
1,125,9,5,30000
1,47,4,1,25000
1,60,0,3,35000
1,80,30,1,18000
1,45,10,1,20000
1,55,10,1,36000
1,95,1,1,20000
1,95,16,7,25000
1,125,50,5,47500
1,146,5,7,35000
1,165,26,2,55000
1,65,8,1,28000
1,110,50,2,25000
1,85,30,1,27000
1,90,2,1,48500
1,75,45,5,15000
1,170,0,1,70000
1,70,40,3,17000
1,100,0,1,19500
1,110,45,4,20000
1,110,27,1,29000
1,90,30,1,16000
1,85,13,1,13000
1,70,33,1,14000
1,110,25,5,40000
1,119,45,1,29000
1,100,35,2,18000
1,65,6,-1,35000
1,125,25,3,25000
1,131,32,8,36000
1,116,11,4,34500
1,60,40,1,30000
1,90,25,4,12000
1,90,6,5,15000
1,55,30,2,32500
1,90,5,1,20000
1,64,9,7,37000
1,85,7,1,25000
1,85,1,6,45000
1,90,30,3,59000
1,110,35,3,35000
1,81,40,1,35000
1,90,45,1,35000
1,125,40,3,27000
1,148,25,4,50000
1,140,5,3,20000
1,110,16,4,22000
1,125,35,3,33000
1,89,1,7,26500
1,130,28,5,25000
1,60,5,1,53000
1,90,5,2,42000
1,65,4,1,20000
1,56,2,3,20000
1,70,9,3,32000
1,152,10,3,42000
1,140,10,1,20000
1,130,26,3,65000
1,140,25,2,32000
1,70,8,2,28500
1,120,28,4,12000
1,95,30,3,15000
1,220,40,5,85000
1,112,11,3,30000
1,190,6,2,35000
1,130,6,4,23000
1,78,25,4,20000
1,70,25,4,37000
1,115,26,4,20000
1,80,26,-1,15000
1,122,0,6,38000
1,110,0,2,37000
1,80,50,1,15500
1,90,25,1,13500
1,100,5,3,6500
1,70,38,1,15000
1,90,21,1,36000
1,95,35,0,18000
1,65,40,1,17000
1,55,60,1,32000
1,100,28,1,25000
1,170,15,3,95000
1,115,15,6,50000
1,75,12,1,15500
1,110,11,2,46000
1,125,35,3,26000
1,110,0,1,21000
1,70,3,3,30000
1,150,25,5,30000
1,90,3,4,13000
1,85,0,4,35000
1,150,29,2,45000
1,120,30,5,21000
1,90,26,1,22000
1,120,40,3,9000
1,130,23,4,32000
1,140,21,1,50000
1,90,10,4,20000
1,120,15,5,49000
1,75,35,-1,17500
1,55,20,1,13500
1,130,13,4,25000
1,90,0,5,19500
1,125,40,1,34000
1,90,20,2,23000
1,95,27,3,25000
1,90,30,3,35000
1,85,24,6,20000
1,85,30,3,35000
1,118,0,5,38000
1,90,35,1,25000
1,90,8,6,45000
1,95,26,2,20000
1,60,0,1,39500
1,110,7,5,42000
1,80,50,3,40000
1,85,38,-1,18000
1,55,25,-1,24000
1,140,8,1,55000
1,91,1,1,50000
1,65,40,1,15000
1,125,25,5,45000
1,115,14,5,50000
1,70,20,1,30000
1,120,6,1,15000
1,70,5,1,12000
1,130,17,3,27000
1,70,17,5,40000
1,110,35,4,35000
1,84,28,1,25000
1,115,7,1,80000
1,145,31,2,45000
1,90,0,5,65000
1,54,25,4,27500
1,70,3,3,22000
1,70,3,2,30000
1,60,6,4,20000
1,220,35,2,67500
1,55,0,1,27000
1,75,50,1,35000
1,97,5,3,35000
1,90,30,2,16000
1,120,40,1,28000
1,75,15,2,10000
1,110,30,1,25000
1,90,15,3,15000
1,80,35,4,23000
1,70,2,1,25000
1,118,4,7,35000
1,85,30,1,16000
1,85,17,1,27000
1,56,0,3,23000
1,90,26,1,16000
1,145,35,1,35000
1,130,5,1,60000
1,55,45,2,12000
1,110,11,5,22000
1,80,28,3,40000
1,120,30,3,30000
1,85,32,4,17000
1,75,10,1,26000
1,90,35,2,24500
1,65,7,2,28000
1,110,3,3,45000
1,152,25,3,60000
1,100,33,-1,27000
1,100,9,4,37500
1,135,45,4,65000
1,80,15,1,25000
1,65,1,2,34000
1,100,5,1,12000
1,100,5,1,12000
1,102,9,3,60000
1,100,25,1,28000
1,105,1,3,24750
1,100,30,1,17500
1,65,11,8,26500
1,130,45,5,80000
1,100,14,6,45000
1,75,5,1,13000
1,100,3,1,20000
1,145,35,5,30000
1,160,25,3,50000
1,100,63,1,32000
1,220,25,2,60000
1,90,30,5,24000
1,120,6,3,60000
1,100,20,2,19000
1,70,14,1,23000
1,110,12,1,14000
1,67,12,2,23500
1,95,25,3,17500
1,85,9,5,18500
1,100,28,1,28000
1,75,5,1,65000
1,100,7,7,33300
1,80,7,5,10000
1,200,35,3,85000
1,90,25,2,45000
1,90,0,1,48000
1,155,21,2,39999
1,94,14,4,32000
1,70,25,5,15000
1,100,0,1,22000
1,125,40,2,27500
1,85,40,5,35000
1,95,40,3,42000
1,75,35,3,15000
1,70,8,3,21000
1,130,28,1,20000
1,140,55,2,62000
1,99,7,5,27500
1,230,15,1,75000
1,110,25,2,26500
1,144,14,3,25000
1,80,2,4,30500
1,75,32,2,25000
1,62,1,5,35000
1,124,6,1,70000
1,130,25,3,35000
1,70,5,5,20000
1,60,0,2,22000
1,65,5,1,25000
1,90,50,2,30000
1,90,40,3,25000
1,65,5,3,49000
1,140,10,3,25000
1,125,35,3,33000
1,165,21,1,50000
1,180,23,2,32000
1,140,45,3,51000
1,80,1,2,30000
1,125,30,-1,24000
1,70,40,3,20000
1,105,38,2,20000
1,120,26,5,40000
1,50,8,4,45000
1,60,1,1,25000
1,85,44,6,35000
1,84,8,1,15000
1,75,30,1,32500
1,90,40,2,25000
1,130,36,1,78000
1,80,6,1,24000
1,85,10,7,16000
1,90,40,5,40000
1,100,3,1,12000
1,100,1,5,45000
1,60,31,1,27500
1,130,30,1,70000
1,75,18,3,22000
1,120,30,1,95000
1,75,13,5,71000
1,80,35,-2,18000
1,100,36,5,28000
1,90,25,3,25000
1,100,40,5,45000
1,120,20,4,28000
1,95,8,4,9500
1,75,16,1,27000
1,130,25,7,19000
1,150,8,5,25000
1,55,4,-1,26000
1,135,30,5,39000
1,60,0,1,32000
1,140,28,6,20000
1,135,6,3,67500
1,75,38,1,17000
1,220,20,1,32000
1,95,8,1,18000
1,65,25,1,17000
1,90,35,-1,45000
1,110,0,1,32000
1,130,1,3,82000
1,140,31,3,43000
1,120,30,-1,70000
1,160,30,1,37500
1,145,35,5,30000
1,120,40,4,27000
1,60,4,1,25000
1,85,2,2,50000
1,65,45,1,12000
1,100,27,2,18500
1,90,20,2,30000
1,75,0,3,22000
1,95,7,3,60000
1,80,45,1,24000
1,85,40,1,35000
1,130,15,5,85000
1,68,0,2,32000
1,120,16,2,25000
1,75,6,1,15000
1,70,18,1,33000
1,80,5,3,42000
1,95,14,4,50000
1,125,28,3,25000
1,58,0,3,24000
1,85,30,5,15500
1,90,35,3,40000
1,135,30,3,80000
1,70,40,1,70000
1,70,25,1,11000
1,65,31,3,45000
1,90,10,1,23000
1,90,10,3,40000
1,140,30,3,42000
1,85,25,1,60000
1,119,4,3,25000
1,220,1,4,100000
1,69,10,1,38000
1,125,30,5,27500
1,51,5,8,33000
1,100,6,1,12000
1,65,11,7,23000
1,90,20,2,23500
1,70,30,1,15000
1,130,35,3,25000
1,115,32,2,35000
1,50,6,1,36000
1,95,6,6,25000
1,60,20,2,17500
1,80,35,2,29000
1,150,27,3,55000
1,75,5,3,26500
1,95,0,3,31000
1,95,10,3,55500
1,115,1,7,62000
1,160,27,5,25000
1,135,25,1,18000
1,70,15,1,17000
1,100,40,2,20000
1,100,50,3,50000
1,90,7,1,19000
1,200,25,3,75000
1,170,20,3,22500
1,100,27,3,20000
1,90,15,2,30000
1,65,25,3,25000
1,55,55,1,30000
1,75,3,5,35000
1,90,40,1,60000
1,90,15,5,18000
1,80,14,2,35000
1,95,12,4,25000
1,130,25,4,25000
1,140,30,3,65000
1,85,36,1,30000
1,150,28,3,70000
1,120,35,5,25000
1,63,40,-1,26000
1,80,50,1,28000
1,140,30,1,45000
1,65,40,-1,17500
1,144,15,4,63000
1,95,40,1,29000
1,120,10,3,80000
1,120,33,4,37500
1,50,40,1,30000
1,160,25,1,65000
1,70,25,1,27000
1,110,40,3,34000
1,59,17,-1,23000
1,50,0,5,40000
1,70,3,3,55000
1,130,23,4,42000
1,60,35,1,15000
1,85,30,4,20000
1,165,11,1,53000
1,210,45,2,100000
1,90,35,8,33000
1,60,8,3,24000
1,65,5,3,37500
1,150,20,3,45000
1,140,25,1,40000
1,75,35,1,15000
1,69,12,3,25000
1,190,30,-2,23000
1,95,25,1,30500
1,102,5,4,55000
1,120,40,2,23000
1,120,40,6,25000
1,75,15,1,8500
1,85,7,1,35000
1,60,12,1,31000
1,50,45,1,21500
1,65,25,3,20000
1,70,12,-3,16000
1,95,1,2,41000
1,105,30,5,25000
1,70,5,5,28000
1,80,28,3,16000
1,80,30,2,25000
1,100,40,2,30000
1,100,50,1,15100
1,117,9,3,75000
1,90,7,5,37500
1,80,15,1,16900
1,100,4,4,20000
1,60,8,3,10000
1,45,0,4,45000
1,80,30,2,17000
1,110,8,1,20000
1,90,15,5,35000
1,80,8,4,21500
1,160,39,4,20000
1,65,2,2,27000
1,110,25,1,45000
1,125,22,6,37000
1,80,10,2,35000
1,70,40,-1,44000
1,80,30,3,17000
1,75,5,7,15000
1,90,33,5,17000
1,115,24,5,18000
1,80,8,-1,25000
1,90,35,1,25000
1,120,35,1,40000
1,88,16,3,24500
1,90,25,1,14000
1,68,4,3,25000
1,80,6,1,12000
1,65,11,7,23000
1,80,5,1,26000
1,110,27,7,49250
1,140,25,3,75000
1,68,5,6,29000
1,115,10,1,27500
1,85,30,4,16000
1,81,10,6,57500
1,70,4,5,21500
1,55,10,3,22000
1,90,0,2,40000
1,118,26,3,45000
1,110,25,4,30000
1,90,2,1,22000
1,80,28,1,20000
1,160,26,2,65000
1,70,4,1,28000
1,80,40,3,30000
1,95,8,5,25000
1,84,12,3,19000
1,95,7,7,36000
1,100,18,4,18000
1,70,0,1,10000
1,85,3,4,24500
1,125,20,1,20000
1,140,15,3,17500
1,173,0,4,35000
1,90,35,4,15000
1,100,5,1,20000
1,75,40,3,80000
1,60,12,1,20000
1,95,18,6,16500
1,120,30,1,38000
1,115,6,2,17000
1,85,35,4,19500
1,130,10,1,22000
1,115,35,2,19500
1,100,26,2,12500
1,90,25,1,15000
1,170,15,3,18000
1,100,30,4,30000
1,85,5,1,13500
1,80,28,1,15500
1,140,46,3,36000
1,130,40,1,25000
1,95,40,1,33000
1,65,28,0,12500
1,145,6,3,18500
1,100,38,3,23000
1,60,35,1,21500
1,45,40,3,12500
1,110,16,2,22500
1,95,1,6,25000
1,65,5,4,36000
1,90,31,5,28000
1,170,34,4,23000
1,75,0,2,28000
1,70,38,3,18000
1,130,11,3,26000
1,170,20,5,25000
1,54,4,5,36000
1,140,25,1,34000
1,75,0,1,47500
1,180,10,8,24000
1,168,0,4,85000
1,80,10,-1,19000
1,120,28,6,15000
1,110,1,1,32000
1,95,7,1,17500
1,85,24,8,20000
1,150,0,3,85000
1,95,0,7,72000
1,122,0,6,38000
1,130,31,2,22500
1,120,19,3,60000
1,140,10,1,15500
1,70,30,4,15000
1,100,31,3,26500
1,130,28,3,21000
1,80,20,1,16000
1,118,30,4,17000
1,150,25,3,23000
1,100,5,2,28000
1,220,16,2,85000
1,70,11,1,20000
1,55,20,-1,18500
1,120,35,3,45000
1,140,30,5,31500
1,80,6,1,13500
1,130,28,8,27500
1,80,1,1,55000
1,60,20,2,23000
1,65,45,1,32000
1,150,10,4,17000
1,125,45,2,45000
1,90,30,2,13500
1,100,35,5,45000
1,154,45,2,58000
1,120,28,1,22000
1,120,6,3,45000
1,70,17,1,15500
1,60,30,3,15500
1,60,15,3,40000
1,90,50,1,26000
1,140,40,1,85000
1,62,9,3,33000
1,75,4,1,20000
1,90,14,1,15000
1,110,40,5,25000
1,80,30,2,27000
1,100,2,1,10000
1,90,25,2,25000
1,120,25,4,28500
1,120,30,5,52500
1,90,35,2,25000
1,140,26,2,22000
1,100,8,4,16500
1,100,25,1,20000
1,85,30,4,22000
1,130,28,4,20000
1,50,35,2,20000
1,100,25,3,16500
1,130,7,3,20000
1,95,20,3,26500
1,75,9,5,21000
1,150,26,3,37500
1,130,15,3,15000
1,100,28,4,20000
1,90,30,1,25000
1,90,45,3,24000
1,85,0,1,35000
1,50,10,2,47500
1,78,41,1,21500
1,65,40,1,20000
1,100,21,4,22000
1,100,30,1,11000
1,70,20,5,18500
1,70,10,2,17000
1,48,9,1,18000
1,125,34,3,23000
1,120,0,2,27000
1,120,35,1,40000
1,70,35,1,25000
1,110,18,-1,18000
1,80,5,4,15000
1,85,35,4,20000
1,60,35,3,35000
1,60,30,1,20000
1,60,25,1,14000
1,90,47,-2,35000
1,60,7,-1,17500
1,85,28,2,25000
1,70,10,5,32000
1,140,15,3,25000
1,85,40,1,20000
1,147,8,4,32500
1,120,40,5,25000
1,95,15,4,42500
1,50,7,1,35000
1,75,35,1,15000
1,90,35,4,25000
1,100,29,1,39000
1,100,4,3,60000
1,65,45,2,20000
1,75,29,1,16000
1,65,14,1,14500
1,70,8,2,22000
1,190,14,7,26000
1,180,20,7,42000
1,115,35,5,20000
1,85,25,2,27000
1,65,40,2,18000
1,55,40,2,15000
1,110,40,4,35000
1,130,27,4,38000
1,60,11,5,35500
1,90,30,0,15000
1,65,11,7,23000
1,160,26,1,55500
1,130,15,3,36500
1,90,36,5,38000
1,80,30,2,20000
1,120,25,5,52500
1,62,15,2,40000
1,90,42,3,27000
1,55,7,1,19000
1,175,36,3,92500
1,140,30,2,45000
1,90,0,2,67000
1,68,35,1,13000
1,55,4,2,20000
1,75,4,1,30000
1,75,15,3,19000
1,90,0,1,29500
1,140,4,5,40000
1,75,1,1,18500
1,70,0,5,20000
1,140,4,1,50000
1,160,0,1,35000
1,105,35,0,30000
1,75,0,3,19750
1,85,40,2,30000
1,90,17,-1,30000
1,100,35,1,25000
1,85,25,2,50000
1,70,28,1,18000
1,80,40,2,45000
1,90,20,1,15000
1,130,35,-3,35000
1,140,30,3,14000
1,105,28,2,28000
1,75,4,8,32000
1,100,4,3,30000
1,120,25,3,25000
1,163,15,5,85000
1,95,45,1,15500
1,120,31,1,57500
1,90,33,3,32000
1,90,25,1,15500
1,130,20,1,20000
1,80,35,1,35000
1,90,35,5,15500
1,66,45,1,24000
1,70,55,3,30000
1,140,25,2,39000
1,120,31,2,25000
1,120,25,1,20000
1,120,5,3,22000
1,88,13,1,17000
1,120,30,2,25000
1,55,25,3,18000
1,95,10,6,38000
1,90,20,1,15000
1,95,28,1,18000
1,90,30,1,25000
1,130,20,4,21500
1,65,27,1,14500
1,90,31,4,25500
1,90,30,2,25000
1,135,31,1,68000
1,150,0,5,24000
1,50,40,1,15000
1,230,16,1,50000
1,115,27,2,26000
1,148,30,5,23000
1,130,16,3,40000
1,125,24,-1,26000
1,120,20,-3,15000
1,135,12,3,25000
1,90,1,5,50000
1,75,40,5,16000
1,105,16,1,36000
1,200,30,3,20000
1,55,35,1,30000
1,50,15,5,29000
1,135,29,1,40000
1,75,25,1,10000
1,75,30,0,15000
1,110,31,3,28000
1,55,8,3,55000
1,160,18,1,20000
1,110,25,3,45000
1,65,12,4,16000
1,220,35,7,80000
1,110,31,2,75000
1,64,10,8,27000
1,140,14,2,30000
1,141,22,8,28000
1,85,28,4,18000
1,90,38,3,49000
1,140,25,3,16000
1,105,45,3,30000
1,130,40,3,26000
1,70,30,1,22000
1,80,30,2,20000
1,67,20,1,30000
1,65,5,1,25500
1,95,11,3,25000
1,80,25,1,16000
1,95,4,1,12000
1,95,25,3,15000
1,90,25,4,21000
1,90,30,3,21000
1,65,5,-2,25000
1,85,25,1,15000
1,55,30,-3,16000
1,120,0,1,21000
1,65,0,1,13500
1,65,5,3,24000
1,100,40,2,23000
1,125,25,1,25000
1,85,13,3,28000
1,75,0,1,32500
1,137,8,3,38000
1,75,0,6,25000
1,79,10,1,26000
1,65,40,4,27500
1,110,21,2,45000
1,153,18,3,95000
1,95,28,1,31000
1,130,0,5,72000
1,160,30,5,50000
1,56,7,8,29750
1,56,7,8,29750
1,125,36,4,30000
1,80,5,1,10000
1,75,35,1,25000
1,100,25,4,35000
1,110,40,2,20000
1,150,23,3,57500
1,120,16,6,66000
1,90,31,4,22500
1,75,28,1,35000
1,90,15,4,55000
1,110,12,3,22000
1,50,8,6,13000
1,180,14,5,65000
1,65,35,5,15000
1,66,18,1,24000
1,85,10,1,11500
1,81,35,4,12500
1,100,30,2,13000
1,50,50,1,35000
1,95,8,1,15000
1,45,30,1,20500
1,65,35,1,16000
1,55,25,3,18500
1,120,22,1,28500
1,95,20,3,22500
1,85,40,3,28000
1,90,35,1,52000
1,50,50,1,15000
1,80,6,3,15000
1,50,20,1,12000
1,85,40,5,16000
1,70,45,2,21100
1,130,23,4,32500
1,130,30,1,32000
1,125,38,2,75000
1,65,15,1,21000
1,170,30,3,25000
1,150,35,-1,52000
1,110,15,3,25000
1,75,40,2,17000
1,80,8,1,20000
1,90,33,3,24000
1,92,17,6,42500
1,75,10,1,27000
1,152,15,5,35000
1,190,15,1,80000
1,130,26,2,25000
1,90,30,3,28500
1,85,10,1,23000
1,85,8,3,28500
1,75,0,-1,54000
1,105,10,6,57000
1,120,58,3,60000
1,70,10,4,20000
1,115,25,1,25000
1,60,8,2,53000
1,145,38,4,65000
1,75,30,1,17500
1,90,28,3,20000
1,85,30,3,18000
1,65,6,4,30000
1,75,34,1,25000
1,80,20,3,25000
1,120,32,1,42000
1,110,30,1,35000
1,62,1,3,30000
1,160,30,4,25000
1,80,19,3,25000
1,165,0,1,40000
1,80,22,5,25000
1,85,26,1,16500
1,50,4,2,37000
1,55,32,1,18000
1,100,31,1,49000
1,90,35,3,15000
1,70,3,1,18000
1,90,26,1,18000
1,120,45,3,40000
1,85,15,3,50000
1,90,28,3,17000
1,99,8,1,18500
1,65,5,-1,17500
1,70,8,5,17500
1,200,0,6,70000
1,90,0,3,40000
1,95,0,5,80000
1,120,31,3,40000
1,120,25,4,20000
1,100,11,3,24000
1,110,0,3,20000
1,85,26,2,19500
1,58,35,4,42000
1,100,1,5,50000
1,100,7,2,28000
1,70,4,2,25000
1,80,30,6,15000
1,110,40,3,27000
1,80,0,1,30000
1,50,4,1,21500
1,170,19,5,20000
1,80,12,1,25000
1,90,40,1,16500
1,65,31,1,15000
1,110,35,1,50000
1,90,40,3,25000
1,75,21,-1,14500
1,80,40,1,30000
1,80,50,4,55000
1,68,30,3,20000
1,75,40,3,30000
1,70,40,4,40000
1,130,1,3,62000
1,55,26,3,15000
1,130,0,6,36000
1,85,25,5,35000
1,65,3,1,40000
1,140,22,1,47500
1,130,0,2,30000
1,140,30,2,25000
1,65,30,1,14000
1,85,30,3,21500
1,80,26,-1,13500
1,75,13,4,20000
1,55,3,2,42000
1,110,30,5,40000
1,100,31,4,12000
1,120,16,1,28000
1,135,22,6,38000
1,100,8,3,23000
1,55,15,1,25000
1,80,30,4,11000
1,120,29,2,60000
1,95,5,1,17500
1,80,5,3,15000
1,100,35,4,20000
1,150,35,2,55000
1,120,40,5,25000
1,75,45,2,14500
1,70,50,-1,25000
1,45,0,2,24000
1,130,25,3,30000
1,108,22,1,23500
1,88,35,1,24000
1,125,35,3,65000
1,100,45,3,32000
1,145,32,1,45000
1,110,25,5,35000
1,65,10,3,27500
1,111,20,4,18000
1,160,5,1,26500
1,100,30,1,27000
1,85,60,-2,30000
1,80,14,3,35000
1,80,40,1,32000
1,100,20,1,20000
1,120,30,3,56000
1,90,35,5,20000
1,95,28,3,19000
1,130,30,5,11000
1,80,28,2,15000
1,50,5,1,15000
1,135,10,6,32000
1,78,35,4,32500
1,85,42,1,20500
1,130,16,3,30000
1,75,10,3,20000
1,115,35,4,50000
1,150,10,0,90000
1,123,33,1,55000
1,95,7,3,25000
1,65,35,-1,17000
1,150,26,7,17000
1,85,35,1,11000
1,70,45,3,19500
1,120,20,1,20000
1,115,40,4,50000
1,110,30,4,13000
1,85,6,1,20500
1,65,35,2,15000
1,92,25,5,27000
1,100,30,5,47000
1,90,25,1,17000
1,135,0,5,26500
1,110,22,1,27750
1,95,27,5,20800
1,85,40,4,21000
1,90,6,1,25000
1,100,35,3,22000
1,130,30,3,30000
1,140,25,1,43000
1,55,0,4,18000
1,130,5,1,20000
1,70,0,1,41000
1,120,35,3,30000
1,70,4,3,22000
1,45,7,1,14000
1,50,30,1,12000
1,90,30,3,23000
1,120,10,1,25000
1,80,0,1,23000
1,150,30,3,75000
1,85,20,7,15000
1,85,31,2,20000
1,85,16,1,20000
1,150,12,7,65000
1,70,45,4,22000
1,110,14,4,65000
1,110,30,3,23000
1,120,30,1,13000
1,90,26,1,57000
1,95,37,8,32000
1,90,10,5,23000
1,120,10,3,40000
1,110,10,4,22000
1,95,30,3,95000
1,95,20,1,25000
1,160,20,5,45000
1,135,28,3,25000
1,150,25,4,40000
1,75,27,1,10000
1,90,5,1,15000
1,85,40,4,27000
1,100,13,1,12000
1,145,9,1,45000
1,85,25,1,9500
1,150,19,4,30000
1,130,26,2,17000
1,75,15,-1,18000
1,135,27,1,30000
1,55,28,3,17000
1,135,0,3,58000
1,170,50,0,30000
1,140,39,3,28000
1,71,5,8,45400
1,75,24,1,25000
1,110,35,1,14000
1,70,12,1,20500
1,70,0,2,19000
1,75,30,2,16500
1,110,0,2,21000
1,70,30,3,20000
1,85,4,4,12000
1,60,5,2,20000
1,130,25,3,45000
1,115,40,-1,37000
1,72,24,2,20000
1,125,27,1,22000
1,145,30,5,23000
1,115,24,4,23000
1,55,7,3,22000
1,90,7,3,23000
1,70,25,2,18000
1,100,27,2,25000
1,75,6,1,13000
1,100,28,2,20000
1,100,35,3,17000
1,55,3,5,42000
1,85,35,1,20000
1,70,29,1,12500
1,110,15,6,12000
1,110,35,5,45000
1,65,5,2,39500
1,100,10,1,9000
1,100,5,8,25000
1,173,0,4,35000
1,110,29,2,22000
1,130,35,3,35000
1,55,45,3,18000
1,75,38,3,27000
1,85,24,5,15000
1,171,25,2,75000
1,75,45,1,11500
1,125,35,1,15000
1,95,30,3,28000
